imid|mapname|object_id
641|G-protein signaling_G-Protein beta/gamma signaling cascades|-2106630207
641|G-protein signaling_G-Protein beta/gamma signaling cascades|2093
641|G-protein signaling_G-Protein beta/gamma signaling cascades|-1398868473
641|G-protein signaling_G-Protein beta/gamma signaling cascades|2140
641|G-protein signaling_G-Protein beta/gamma signaling cascades|-848857411
641|G-protein signaling_G-Protein beta/gamma signaling cascades|800
641|G-protein signaling_G-Protein beta/gamma signaling cascades|1071
641|G-protein signaling_G-Protein beta/gamma signaling cascades|9265
641|G-protein signaling_G-Protein beta/gamma signaling cascades|592
641|G-protein signaling_G-Protein beta/gamma signaling cascades|889
641|G-protein signaling_G-Protein beta/gamma signaling cascades|287
641|G-protein signaling_G-Protein beta/gamma signaling cascades|-335567511
641|G-protein signaling_G-Protein beta/gamma signaling cascades|9002
641|G-protein signaling_G-Protein beta/gamma signaling cascades|336
641|G-protein signaling_G-Protein beta/gamma signaling cascades|680
641|G-protein signaling_G-Protein beta/gamma signaling cascades|-1322805281
641|G-protein signaling_G-Protein beta/gamma signaling cascades|486
641|G-protein signaling_G-Protein beta/gamma signaling cascades|738
641|G-protein signaling_G-Protein beta/gamma signaling cascades|2247
641|G-protein signaling_G-Protein beta/gamma signaling cascades|487
642|Development_A1 receptor signaling|1071
642|Development_A1 receptor signaling|420
642|Development_A1 receptor signaling|631
642|Development_A1 receptor signaling|2294
642|Development_A1 receptor signaling|2624
642|Development_A1 receptor signaling|830
642|Development_A1 receptor signaling|-1958306191
642|Development_A1 receptor signaling|2115
642|Development_A1 receptor signaling|592
642|Development_A1 receptor signaling|591
642|Development_A1 receptor signaling|680
642|Development_A1 receptor signaling|669
642|Development_A1 receptor signaling|486
642|Development_A1 receptor signaling|280
642|Development_A1 receptor signaling|385
642|Development_A1 receptor signaling|859
642|Development_A1 receptor signaling|-1826734857
642|Development_A1 receptor signaling|336
642|Development_A1 receptor signaling|419
642|Development_A1 receptor signaling|887
642|Development_A1 receptor signaling|-335567511
642|Development_A1 receptor signaling|487
642|Development_A1 receptor signaling|738
642|Development_A1 receptor signaling|9156
642|Development_A1 receptor signaling|366
642|Development_A1 receptor signaling|-525165447
642|Development_A1 receptor signaling|9158
642|Development_A1 receptor signaling|-124627262
642|Development_A1 receptor signaling|287
642|Development_A1 receptor signaling|161
642|Development_A1 receptor signaling|-1074992000
642|Development_A1 receptor signaling|-1115060747
642|Development_A1 receptor signaling|-848857411
642|Development_A1 receptor signaling|6365
642|Development_A1 receptor signaling|2113
642|Development_A1 receptor signaling|160
642|Development_A1 receptor signaling|522
642|Development_A1 receptor signaling|589
642|Development_A1 receptor signaling|2093
642|Development_A1 receptor signaling|-1482696899
642|Development_A1 receptor signaling|9252
642|Development_A1 receptor signaling|2164
642|Development_A1 receptor signaling|-802681163
642|Development_A1 receptor signaling|886
642|Development_A1 receptor signaling|2140
642|Development_A1 receptor signaling|2496
642|Development_A1 receptor signaling|-2140240404
642|Development_A1 receptor signaling|-2106630207
642|Development_A1 receptor signaling|172
642|Development_A1 receptor signaling|241
642|Development_A1 receptor signaling|889
642|Development_A1 receptor signaling|9187
642|Development_A1 receptor signaling|-639877561
643|Development_A2A receptor signaling|4132
643|Development_A2A receptor signaling|182
643|Development_A2A receptor signaling|488
643|Development_A2A receptor signaling|2404
643|Development_A2A receptor signaling|561
643|Development_A2A receptor signaling|68
643|Development_A2A receptor signaling|591
643|Development_A2A receptor signaling|160
643|Development_A2A receptor signaling|486
643|Development_A2A receptor signaling|830
643|Development_A2A receptor signaling|680
643|Development_A2A receptor signaling|4183
643|Development_A2A receptor signaling|522
643|Development_A2A receptor signaling|434
643|Development_A2A receptor signaling|2624
643|Development_A2A receptor signaling|71
643|Development_A2A receptor signaling|2405
643|Development_A2A receptor signaling|2164
643|Development_A2A receptor signaling|-466598298
643|Development_A2A receptor signaling|688
643|Development_A2A receptor signaling|161
643|Development_A2A receptor signaling|4102
643|Development_A2A receptor signaling|2037
643|Development_A2A receptor signaling|631
643|Development_A2A receptor signaling|4136
643|Development_A2A receptor signaling|366
643|Development_A2A receptor signaling|2274
643|Development_A2A receptor signaling|241
643|Development_A2A receptor signaling|284
643|Development_A2A receptor signaling|8156
643|Development_A2A receptor signaling|-1074992000
643|Development_A2A receptor signaling|592
643|Development_A2A receptor signaling|594
643|Development_A2A receptor signaling|385
643|Development_A2A receptor signaling|-335567511
643|Development_A2A receptor signaling|487
643|Development_A2A receptor signaling|800
643|Development_A2A receptor signaling|589
643|Development_A2A receptor signaling|-2140240404
643|Development_A2A receptor signaling|889
643|Development_A2A receptor signaling|2294
643|Development_A2A receptor signaling|1071
643|Development_A2A receptor signaling|884
644|Development_A3 receptor signaling|631
644|Development_A3 receptor signaling|486
644|Development_A3 receptor signaling|53
644|Development_A3 receptor signaling|9056
644|Development_A3 receptor signaling|6005
644|Development_A3 receptor signaling|680
644|Development_A3 receptor signaling|-2106630207
644|Development_A3 receptor signaling|522
644|Development_A3 receptor signaling|830
644|Development_A3 receptor signaling|2140
644|Development_A3 receptor signaling|889
644|Development_A3 receptor signaling|280
644|Development_A3 receptor signaling|172
644|Development_A3 receptor signaling|2624
644|Development_A3 receptor signaling|8032
644|Development_A3 receptor signaling|738
644|Development_A3 receptor signaling|160
644|Development_A3 receptor signaling|591
644|Development_A3 receptor signaling|2257
644|Development_A3 receptor signaling|886
644|Development_A3 receptor signaling|287
644|Development_A3 receptor signaling|-525165447
644|Development_A3 receptor signaling|1459841041
644|Development_A3 receptor signaling|241
644|Development_A3 receptor signaling|2093
644|Development_A3 receptor signaling|589
644|Development_A3 receptor signaling|-1074992000
644|Development_A3 receptor signaling|283
644|Development_A3 receptor signaling|638
644|Development_A3 receptor signaling|336
644|Development_A3 receptor signaling|-335567511
644|Development_A3 receptor signaling|-848857411
644|Development_A3 receptor signaling|4374
644|Development_A3 receptor signaling|9252
644|Development_A3 receptor signaling|420
644|Development_A3 receptor signaling|2628
644|Development_A3 receptor signaling|2164
644|Development_A3 receptor signaling|487
644|Development_A3 receptor signaling|597
644|Development_A3 receptor signaling|385
644|Development_A3 receptor signaling|2107
644|Development_A3 receptor signaling|722
644|Development_A3 receptor signaling|874
644|Development_A3 receptor signaling|366
644|Development_A3 receptor signaling|-1115060747
644|Development_A3 receptor signaling|592
644|Development_A3 receptor signaling|419
644|Development_A3 receptor signaling|-639877561
644|Development_A3 receptor signaling|800
645|Cell cycle_Cell cycle (generic schema)|4247
645|Cell cycle_Cell cycle (generic schema)|2230
645|Cell cycle_Cell cycle (generic schema)|6056
645|Cell cycle_Cell cycle (generic schema)|134
645|Cell cycle_Cell cycle (generic schema)|185
645|Cell cycle_Cell cycle (generic schema)|2918
645|Cell cycle_Cell cycle (generic schema)|681
645|Cell cycle_Cell cycle (generic schema)|134
645|Cell cycle_Cell cycle (generic schema)|4303
645|Cell cycle_Cell cycle (generic schema)|928
645|Cell cycle_Cell cycle (generic schema)|929
645|Cell cycle_Cell cycle (generic schema)|133
645|Cell cycle_Cell cycle (generic schema)|6236
645|Cell cycle_Cell cycle (generic schema)|-700811687
645|Cell cycle_Cell cycle (generic schema)|6061
645|Cell cycle_Cell cycle (generic schema)|133
645|Cell cycle_Cell cycle (generic schema)|-1102313514
645|Cell cycle_Cell cycle (generic schema)|931
645|Cell cycle_Cell cycle (generic schema)|-714032760
645|Cell cycle_Cell cycle (generic schema)|135
645|Cell cycle_Cell cycle (generic schema)|4622
645|Cell cycle_Cell cycle (generic schema)|-1015439151
645|Cell cycle_Cell cycle (generic schema)|2273
646|Development_GDNF signaling|487
646|Development_GDNF signaling|6172
646|Development_GDNF signaling|419
646|Development_GDNF signaling|2588
646|Development_GDNF signaling|-2106630207
646|Development_GDNF signaling|274
646|Development_GDNF signaling|589
646|Development_GDNF signaling|336
646|Development_GDNF signaling|886
646|Development_GDNF signaling|160
646|Development_GDNF signaling|2704
646|Development_GDNF signaling|1079
646|Development_GDNF signaling|2285
646|Development_GDNF signaling|680
646|Development_GDNF signaling|2140
646|Development_GDNF signaling|486
646|Development_GDNF signaling|6211
646|Development_GDNF signaling|738
646|Development_GDNF signaling|302
646|Development_GDNF signaling|301
646|Development_GDNF signaling|8186
646|Development_GDNF signaling|1071
646|Development_GDNF signaling|688
646|Development_GDNF signaling|-1701315067
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-306445393
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-1290719455
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|6061
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-401309399
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|747
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|592
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|2289
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-75562856
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|6254
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|2105
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|9218
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|6236
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-1660013282
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-1945489910
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|52
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-1234157537
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|-2140240404
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|817
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|133
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|1075
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|1110
647|Cell cycle_Role of 14-3-3 proteins in cell cycle regulation|6056
648|DNA damage_Role of SUMO in p53 regulation|482
648|DNA damage_Role of SUMO in p53 regulation|112
648|DNA damage_Role of SUMO in p53 regulation|2303
648|DNA damage_Role of SUMO in p53 regulation|-1897594270
648|DNA damage_Role of SUMO in p53 regulation|2420
648|DNA damage_Role of SUMO in p53 regulation|2413
648|DNA damage_Role of SUMO in p53 regulation|482
648|DNA damage_Role of SUMO in p53 regulation|2421
648|DNA damage_Role of SUMO in p53 regulation|1172
648|DNA damage_Role of SUMO in p53 regulation|677
648|DNA damage_Role of SUMO in p53 regulation|1075
648|DNA damage_Role of SUMO in p53 regulation|-1234157537
648|DNA damage_Role of SUMO in p53 regulation|4108
648|DNA damage_Role of SUMO in p53 regulation|2201
648|DNA damage_Role of SUMO in p53 regulation|592
648|DNA damage_Role of SUMO in p53 regulation|-252101560
648|DNA damage_Role of SUMO in p53 regulation|-1080320921
648|DNA damage_Role of SUMO in p53 regulation|-1301507043
649|Cell adhesion_Ephrin signaling|7034
649|Cell adhesion_Ephrin signaling|-1056281095
649|Cell adhesion_Ephrin signaling|-1398868473
649|Cell adhesion_Ephrin signaling|2588
649|Cell adhesion_Ephrin signaling|887
649|Cell adhesion_Ephrin signaling|2352
649|Cell adhesion_Ephrin signaling|9026
649|Cell adhesion_Ephrin signaling|2588
649|Cell adhesion_Ephrin signaling|182
649|Cell adhesion_Ephrin signaling|274
649|Cell adhesion_Ephrin signaling|960
649|Cell adhesion_Ephrin signaling|445
649|Cell adhesion_Ephrin signaling|-689005333
649|Cell adhesion_Ephrin signaling|959
649|Cell adhesion_Ephrin signaling|2740
649|Cell adhesion_Ephrin signaling|2375
649|Cell adhesion_Ephrin signaling|1079
649|Cell adhesion_Ephrin signaling|-1144154682
649|Cell adhesion_Ephrin signaling|631
649|Cell adhesion_Ephrin signaling|-578749723
649|Cell adhesion_Ephrin signaling|8113
649|Cell adhesion_Ephrin signaling|2787
649|Cell adhesion_Ephrin signaling|2200
649|Cell adhesion_Ephrin signaling|280
649|Cell adhesion_Ephrin signaling|2428
649|Cell adhesion_Ephrin signaling|2738
649|Cell adhesion_Ephrin signaling|336
649|Cell adhesion_Ephrin signaling|9288
649|Cell adhesion_Ephrin signaling|-1074992000
649|Cell adhesion_Ephrin signaling|589
649|Cell adhesion_Ephrin signaling|747
649|Cell adhesion_Ephrin signaling|274
649|Cell adhesion_Ephrin signaling|561
649|Cell adhesion_Ephrin signaling|-168978452
649|Cell adhesion_Ephrin signaling|669
649|Cell adhesion_Ephrin signaling|2768
649|Cell adhesion_Ephrin signaling|-798935654
649|Cell adhesion_Ephrin signaling|686
649|Cell adhesion_Ephrin signaling|254
649|Cell adhesion_Ephrin signaling|887
649|Cell adhesion_Ephrin signaling|2560
649|Cell adhesion_Ephrin signaling|-377805246
649|Cell adhesion_Ephrin signaling|6427
649|Cell adhesion_Ephrin signaling|4102
649|Cell adhesion_Ephrin signaling|2608
649|Cell adhesion_Ephrin signaling|886
649|Cell adhesion_Ephrin signaling|680
649|Cell adhesion_Ephrin signaling|-848857411
650|DNA damage_Role of NFBD1 in DNA damage response|9104
650|DNA damage_Role of NFBD1 in DNA damage response|-1202259207
650|DNA damage_Role of NFBD1 in DNA damage response|-1234157537
650|DNA damage_Role of NFBD1 in DNA damage response|91
650|DNA damage_Role of NFBD1 in DNA damage response|1045
650|DNA damage_Role of NFBD1 in DNA damage response|52
650|DNA damage_Role of NFBD1 in DNA damage response|-1504683561
650|DNA damage_Role of NFBD1 in DNA damage response|4049
650|DNA damage_Role of NFBD1 in DNA damage response|-1042917167
650|DNA damage_Role of NFBD1 in DNA damage response|1110
650|DNA damage_Role of NFBD1 in DNA damage response|1075
650|DNA damage_Role of NFBD1 in DNA damage response|501
650|DNA damage_Role of NFBD1 in DNA damage response|671
651|DNA damage_DNA-damage-induced responses|52
651|DNA damage_DNA-damage-induced responses|-1504683561
651|DNA damage_DNA-damage-induced responses|882
651|DNA damage_DNA-damage-induced responses|6254
651|DNA damage_DNA-damage-induced responses|1110
651|DNA damage_DNA-damage-induced responses|-1234157537
651|DNA damage_DNA-damage-induced responses|204
651|DNA damage_DNA-damage-induced responses|1075
651|DNA damage_DNA-damage-induced responses|91
652|Apoptosis and survival_NGF signaling pathway|2093
652|Apoptosis and survival_NGF signaling pathway|-2106630207
652|Apoptosis and survival_NGF signaling pathway|631
652|Apoptosis and survival_NGF signaling pathway|2037
652|Apoptosis and survival_NGF signaling pathway|2037
652|Apoptosis and survival_NGF signaling pathway|-907111239
652|Apoptosis and survival_NGF signaling pathway|738
652|Apoptosis and survival_NGF signaling pathway|592
652|Apoptosis and survival_NGF signaling pathway|589
652|Apoptosis and survival_NGF signaling pathway|-1875719708
652|Apoptosis and survival_NGF signaling pathway|680
652|Apoptosis and survival_NGF signaling pathway|2140
652|Apoptosis and survival_NGF signaling pathway|336
652|Apoptosis and survival_NGF signaling pathway|2629
652|Apoptosis and survival_NGF signaling pathway|71
652|Apoptosis and survival_NGF signaling pathway|8186
652|Apoptosis and survival_NGF signaling pathway|589
652|Apoptosis and survival_NGF signaling pathway|2396
652|Apoptosis and survival_NGF signaling pathway|912
652|Apoptosis and survival_NGF signaling pathway|631
652|Apoptosis and survival_NGF signaling pathway|-1074992000
652|Apoptosis and survival_NGF signaling pathway|592
652|Apoptosis and survival_NGF signaling pathway|589
652|Apoptosis and survival_NGF signaling pathway|2101
652|Apoptosis and survival_NGF signaling pathway|2038
652|Apoptosis and survival_NGF signaling pathway|-324646459
652|Apoptosis and survival_NGF signaling pathway|419
652|Apoptosis and survival_NGF signaling pathway|105
652|Apoptosis and survival_NGF signaling pathway|-1074992000
652|Apoptosis and survival_NGF signaling pathway|915
652|Apoptosis and survival_NGF signaling pathway|788
652|Apoptosis and survival_NGF signaling pathway|9091
653|Apoptosis and survival_NGF activation of NF-kB|592
653|Apoptosis and survival_NGF activation of NF-kB|336
653|Apoptosis and survival_NGF activation of NF-kB|2624
653|Apoptosis and survival_NGF activation of NF-kB|366
653|Apoptosis and survival_NGF activation of NF-kB|2037
653|Apoptosis and survival_NGF activation of NF-kB|788
653|Apoptosis and survival_NGF activation of NF-kB|594
653|Apoptosis and survival_NGF activation of NF-kB|9091
653|Apoptosis and survival_NGF activation of NF-kB|9158
653|Apoptosis and survival_NGF activation of NF-kB|86
653|Apoptosis and survival_NGF activation of NF-kB|385
653|Apoptosis and survival_NGF activation of NF-kB|2568
653|Apoptosis and survival_NGF activation of NF-kB|2093
653|Apoptosis and survival_NGF activation of NF-kB|-1074992000
653|Apoptosis and survival_NGF activation of NF-kB|2654
653|Apoptosis and survival_NGF activation of NF-kB|1172
653|Apoptosis and survival_NGF activation of NF-kB|526
653|Apoptosis and survival_NGF activation of NF-kB|2339
653|Apoptosis and survival_NGF activation of NF-kB|738
653|Apoptosis and survival_NGF activation of NF-kB|424
653|Apoptosis and survival_NGF activation of NF-kB|522
653|Apoptosis and survival_NGF activation of NF-kB|589
653|Apoptosis and survival_NGF activation of NF-kB|2038
653|Apoptosis and survival_NGF activation of NF-kB|631
653|Apoptosis and survival_NGF activation of NF-kB|770
653|Apoptosis and survival_NGF activation of NF-kB|87
653|Apoptosis and survival_NGF activation of NF-kB|680
653|Apoptosis and survival_NGF activation of NF-kB|509
653|Apoptosis and survival_NGF activation of NF-kB|-907111239
654|Development_PDGF signaling via MAPK cascades|-170444462
654|Development_PDGF signaling via MAPK cascades|-1699827413
654|Development_PDGF signaling via MAPK cascades|2038
654|Development_PDGF signaling via MAPK cascades|-2106630207
654|Development_PDGF signaling via MAPK cascades|6329
654|Development_PDGF signaling via MAPK cascades|1071
654|Development_PDGF signaling via MAPK cascades|241
654|Development_PDGF signaling via MAPK cascades|680
654|Development_PDGF signaling via MAPK cascades|591
654|Development_PDGF signaling via MAPK cascades|488
654|Development_PDGF signaling via MAPK cascades|419
654|Development_PDGF signaling via MAPK cascades|420
654|Development_PDGF signaling via MAPK cascades|-639877561
654|Development_PDGF signaling via MAPK cascades|572
654|Development_PDGF signaling via MAPK cascades|719
654|Development_PDGF signaling via MAPK cascades|336
654|Development_PDGF signaling via MAPK cascades|2092
654|Development_PDGF signaling via MAPK cascades|284
654|Development_PDGF signaling via MAPK cascades|2037
654|Development_PDGF signaling via MAPK cascades|631
654|Development_PDGF signaling via MAPK cascades|486
654|Development_PDGF signaling via MAPK cascades|738
654|Development_PDGF signaling via MAPK cascades|-335567511
654|Development_PDGF signaling via MAPK cascades|-1115060747
654|Development_PDGF signaling via MAPK cascades|2352
654|Development_PDGF signaling via MAPK cascades|-104806591
654|Development_PDGF signaling via MAPK cascades|2140
654|Development_PDGF signaling via MAPK cascades|889
654|Development_PDGF signaling via MAPK cascades|886
654|Development_PDGF signaling via MAPK cascades|53
654|Development_PDGF signaling via MAPK cascades|4560
654|Development_PDGF signaling via MAPK cascades|-2072208596
654|Development_PDGF signaling via MAPK cascades|571
654|Development_PDGF signaling via MAPK cascades|8186
654|Development_PDGF signaling via MAPK cascades|9053
654|Development_PDGF signaling via MAPK cascades|2113
654|Development_PDGF signaling via MAPK cascades|2107
654|Development_PDGF signaling via MAPK cascades|-1074992000
654|Development_PDGF signaling via MAPK cascades|487
654|Development_PDGF signaling via MAPK cascades|669
654|Development_PDGF signaling via MAPK cascades|-575729481
655|Immune response_BCR pathway|2093
654|Development_PDGF signaling via MAPK cascades|-1239198771
654|Development_PDGF signaling via MAPK cascades|884
654|Development_PDGF signaling via MAPK cascades|589
654|Development_PDGF signaling via MAPK cascades|172
654|Development_PDGF signaling via MAPK cascades|2093
654|Development_PDGF signaling via MAPK cascades|434
655|Immune response_BCR pathway|2140
655|Immune response_BCR pathway|469
655|Immune response_BCR pathway|742
655|Immune response_BCR pathway|9158
655|Immune response_BCR pathway|-639877561
655|Immune response_BCR pathway|-1931035579
655|Immune response_BCR pathway|522
655|Immune response_BCR pathway|589
655|Immune response_BCR pathway|1071
655|Immune response_BCR pathway|2078
655|Immune response_BCR pathway|2038
655|Immune response_BCR pathway|800
655|Immune response_BCR pathway|738
655|Immune response_BCR pathway|87
655|Immune response_BCR pathway|2427
655|Immune response_BCR pathway|698
655|Immune response_BCR pathway|2339
655|Immune response_BCR pathway|-1440492841
655|Immune response_BCR pathway|9056
655|Immune response_BCR pathway|182
655|Immune response_BCR pathway|2108
655|Immune response_BCR pathway|71
655|Immune response_BCR pathway|2888
655|Immune response_BCR pathway|2076
655|Immune response_BCR pathway|2653
655|Immune response_BCR pathway|2470
655|Immune response_BCR pathway|599
655|Immune response_BCR pathway|366
655|Immune response_BCR pathway|-1609817463
655|Immune response_BCR pathway|4329
655|Immune response_BCR pathway|-1115060747
655|Immune response_BCR pathway|93
655|Immune response_BCR pathway|172
655|Immune response_BCR pathway|336
655|Immune response_BCR pathway|4387
655|Immune response_BCR pathway|-349428471
655|Immune response_BCR pathway|241
655|Immune response_BCR pathway|669
655|Immune response_BCR pathway|2037
655|Immune response_BCR pathway|129
655|Immune response_BCR pathway|2032
655|Immune response_BCR pathway|-1074992000
655|Immune response_BCR pathway|592
655|Immune response_BCR pathway|903
655|Immune response_BCR pathway|747
655|Immune response_BCR pathway|-1600741596
655|Immune response_BCR pathway|2624
655|Immune response_BCR pathway|804
655|Immune response_BCR pathway|-1492111538
655|Immune response_BCR pathway|156
655|Immune response_BCR pathway|-2106630207
655|Immune response_BCR pathway|-903380631
655|Immune response_BCR pathway|419
655|Immune response_BCR pathway|420
655|Immune response_BCR pathway|2352
655|Immune response_BCR pathway|680
655|Immune response_BCR pathway|630
655|Immune response_BCR pathway|631
655|Immune response_BCR pathway|-417087603
655|Immune response_BCR pathway|-2101932227
655|Immune response_BCR pathway|2041
657|Immune response_IL-3 activation and signaling pathway|403
657|Immune response_IL-3 activation and signaling pathway|336
657|Immune response_IL-3 activation and signaling pathway|883
657|Immune response_IL-3 activation and signaling pathway|401
657|Immune response_IL-3 activation and signaling pathway|-380929558
657|Immune response_IL-3 activation and signaling pathway|622
657|Immune response_IL-3 activation and signaling pathway|35
657|Immune response_IL-3 activation and signaling pathway|699
657|Immune response_IL-3 activation and signaling pathway|487
657|Immune response_IL-3 activation and signaling pathway|680
657|Immune response_IL-3 activation and signaling pathway|4351
657|Immune response_IL-3 activation and signaling pathway|886
657|Immune response_IL-3 activation and signaling pathway|-417087603
657|Immune response_IL-3 activation and signaling pathway|883
657|Immune response_IL-3 activation and signaling pathway|432
657|Immune response_IL-3 activation and signaling pathway|4387
657|Immune response_IL-3 activation and signaling pathway|724
657|Immune response_IL-3 activation and signaling pathway|1071
657|Immune response_IL-3 activation and signaling pathway|486
657|Immune response_IL-3 activation and signaling pathway|-1743877048
657|Immune response_IL-3 activation and signaling pathway|738
657|Immune response_IL-3 activation and signaling pathway|6152
657|Immune response_IL-3 activation and signaling pathway|4329
657|Immune response_IL-3 activation and signaling pathway|2093
657|Immune response_IL-3 activation and signaling pathway|241
657|Immune response_IL-3 activation and signaling pathway|4325
657|Immune response_IL-3 activation and signaling pathway|698
657|Immune response_IL-3 activation and signaling pathway|-903380631
657|Immune response_IL-3 activation and signaling pathway|631
657|Immune response_IL-3 activation and signaling pathway|-1460496063
657|Immune response_IL-3 activation and signaling pathway|2805
657|Immune response_IL-3 activation and signaling pathway|6155
658|Immune response_IL-1 signaling pathway|770
658|Immune response_IL-1 signaling pathway|884
658|Immune response_IL-1 signaling pathway|998
658|Immune response_IL-1 signaling pathway|2496
658|Immune response_IL-1 signaling pathway|488
658|Immune response_IL-1 signaling pathway|2404
658|Immune response_IL-1 signaling pathway|-1563045776
658|Immune response_IL-1 signaling pathway|4507
658|Immune response_IL-1 signaling pathway|391
658|Immune response_IL-1 signaling pathway|1172
658|Immune response_IL-1 signaling pathway|-1631606110
658|Immune response_IL-1 signaling pathway|434
658|Immune response_IL-1 signaling pathway|509
658|Immune response_IL-1 signaling pathway|530
658|Immune response_IL-1 signaling pathway|4588
658|Immune response_IL-1 signaling pathway|4402
658|Immune response_IL-1 signaling pathway|2394
658|Immune response_IL-1 signaling pathway|2339
658|Immune response_IL-1 signaling pathway|-1388602708
658|Immune response_IL-1 signaling pathway|4212
658|Immune response_IL-1 signaling pathway|8088
658|Immune response_IL-1 signaling pathway|35
658|Immune response_IL-1 signaling pathway|2163
658|Immune response_IL-1 signaling pathway|747
658|Immune response_IL-1 signaling pathway|9158
658|Immune response_IL-1 signaling pathway|385
658|Immune response_IL-1 signaling pathway|2156
658|Immune response_IL-1 signaling pathway|2624
658|Immune response_IL-1 signaling pathway|-951346309
658|Immune response_IL-1 signaling pathway|366
658|Immune response_IL-1 signaling pathway|2162
658|Immune response_IL-1 signaling pathway|2489
658|Immune response_IL-1 signaling pathway|721
658|Immune response_IL-1 signaling pathway|414
658|Immune response_IL-1 signaling pathway|-1698036546
658|Immune response_IL-1 signaling pathway|153
658|Immune response_IL-1 signaling pathway|389
658|Immune response_IL-1 signaling pathway|2937
658|Immune response_IL-1 signaling pathway|2092
658|Immune response_IL-1 signaling pathway|4487
658|Immune response_IL-1 signaling pathway|-14264509
658|Immune response_IL-1 signaling pathway|2492
658|Immune response_IL-1 signaling pathway|410
658|Immune response_IL-1 signaling pathway|-99072027
659|Immune response_IL-4 - antiapoptotic action|2440
659|Immune response_IL-4 - antiapoptotic action|-580203413
659|Immune response_IL-4 - antiapoptotic action|522
659|Immune response_IL-4 - antiapoptotic action|589
659|Immune response_IL-4 - antiapoptotic action|487
659|Immune response_IL-4 - antiapoptotic action|886
659|Immune response_IL-4 - antiapoptotic action|427
659|Immune response_IL-4 - antiapoptotic action|631
659|Immune response_IL-4 - antiapoptotic action|486
659|Immune response_IL-4 - antiapoptotic action|6155
659|Immune response_IL-4 - antiapoptotic action|431
659|Immune response_IL-4 - antiapoptotic action|2038
659|Immune response_IL-4 - antiapoptotic action|86
659|Immune response_IL-4 - antiapoptotic action|405
659|Immune response_IL-4 - antiapoptotic action|2377
659|Immune response_IL-4 - antiapoptotic action|1071
659|Immune response_IL-4 - antiapoptotic action|336
659|Immune response_IL-4 - antiapoptotic action|800
659|Immune response_IL-4 - antiapoptotic action|9056
659|Immune response_IL-4 - antiapoptotic action|404
659|Immune response_IL-4 - antiapoptotic action|4267
659|Immune response_IL-4 - antiapoptotic action|2093
659|Immune response_IL-4 - antiapoptotic action|4523
659|Immune response_IL-4 - antiapoptotic action|-1074992000
659|Immune response_IL-4 - antiapoptotic action|71
659|Immune response_IL-4 - antiapoptotic action|9065
659|Immune response_IL-4 - antiapoptotic action|680
659|Immune response_IL-4 - antiapoptotic action|592
659|Immune response_IL-4 - antiapoptotic action|738
659|Immune response_IL-4 - antiapoptotic action|2037
660|Signal transduction_cAMP signaling|-575729481
660|Signal transduction_cAMP signaling|594
660|Signal transduction_cAMP signaling|9002
660|Signal transduction_cAMP signaling|4133
660|Signal transduction_cAMP signaling|-62498380
660|Signal transduction_cAMP signaling|175
660|Signal transduction_cAMP signaling|4146
660|Signal transduction_cAMP signaling|-1857780293
660|Signal transduction_cAMP signaling|-1290468531
660|Signal transduction_cAMP signaling|325
660|Signal transduction_cAMP signaling|1084
660|Signal transduction_cAMP signaling|2115
660|Signal transduction_cAMP signaling|53
660|Signal transduction_cAMP signaling|4102
660|Signal transduction_cAMP signaling|889
660|Signal transduction_cAMP signaling|591
660|Signal transduction_cAMP signaling|172
660|Signal transduction_cAMP signaling|-466598298
660|Signal transduction_cAMP signaling|903
660|Signal transduction_cAMP signaling|287
660|Signal transduction_cAMP signaling|1104
660|Signal transduction_cAMP signaling|-417087603
660|Signal transduction_cAMP signaling|-118147522
660|Signal transduction_cAMP signaling|25
660|Signal transduction_cAMP signaling|284
660|Signal transduction_cAMP signaling|-335567511
660|Signal transduction_cAMP signaling|-485483699
660|Signal transduction_cAMP signaling|2164
660|Signal transduction_cAMP signaling|4132
660|Signal transduction_cAMP signaling|-2011515257
660|Signal transduction_cAMP signaling|176
660|Signal transduction_cAMP signaling|1124
