entrez_id	gene_name
56125	PCDHB11
79038	ZFYVE21
83443	SF3B5
100500854	MIR3671
51438	MAGEC2
2217	FCGRT
55553	SOX6
729178	STXBP5-AS1
4147	MATN2
4300	MLLT3
441687	TEX21P
83988	NCALD
11060	WWP2
286183	NKAIN3
54897	CASZ1
338692	ANKRD13D
26574	AATF
125488	TTC39C
8367	HIST1H4E
80205	CHD9
7881	KCNAB1
401253	LINC00336
101927196	LOC101927196
84899	TMTC4
4288	MKI67
728012	MCHR2-AS1
1889	ECE1
84542	KIAA1841
100507283	LOC100507283
139081	MAGEC3
150160	CCT8L2
6534	SLC6A7
7511	XPNPEP1
6620	SNCB
4438	MSH4
2561	GABRB2
51768	TM7SF3
10152	ABI2
55193	PBRM1
101929473	LOC101929473
5270	SERPINE2
21	ABCA3
158297	SAXO1
89978	DPH6
6789	STK4
5160	PDHA1
100423012	MIR3177
102723875	LINC01065
100500869	MIR3672
54816	ZNF280D
389766	C9orf153
10886	NPFFR2
2837	UTS2R
54557	SGTB
440822	PIWIL3
23302	WSCD1
144811	LACC1
148046	CIRBP-AS1
101926962	LOC101926962
100129482	ZNF37BP
26628	OR7E47P
5368	PNOC
8936	WASF1
100130015	URAHP
115795	FANCD2OS
51304	ZDHHC3
253639	ZNF620
101928131	LOC101928131
152137	CCDC50
22864	R3HDM2
166379	BBS12
9182	RASSF9
112714	TUBA3E
64708	COPS7B
102465477	MIR6796
56124	PCDHB12
64805	P2RY12
100847029	MIR5003
144983	HNRNPA1L2
284648	LOC284648
347475	CCDC160
6082	SNORD20
84220	RGPD5
148203	ZNF738
101927358	LOC101927358
10672	GNA13
105373300	LOC105373300
57758	SCUBE2
340113	LOC340113
51147	ING4
58506	SCAF1
90993	CREB3L1
55806	HR
101928276	LINC01227
219432	OR4C6
692099	FAM86DP
643441	LOC643441
29902	FAM216A
139538	VENTXP1
8085	KMT2D
54923	LIME1
5307	PITX1
56751	BARHL1
3606	IL18
6294	SAFB
26696	OR2T1
23398	PPWD1
8431	NR0B2
285908	LINC00174
102465837	MIR7849
78986	DUSP26
283897	C16orf54
100527964	LHX4-AS1
2018	EMX2
84174	SLA2
55602	CDKN2AIP
646486	FABP12
100128770	LOC100128770
100128264	HTR5A-AS1
57683	ZDBF2
51639	SF3B6
29925	GMPPB
7389	UROD
161424	NOP9
203414	LINC01560
101927691	LOC101927691
102466747	MIR6840
6132	RPL8
29113	C6orf15
102465253	MIR6507
100616449	MIR4725
10849	CD3EAP
2067	ERCC1
1673	DEFB4A
100113386	UCKL1-AS1
100847063	MIR548AX
407034	MIR30E
79177	ZNF576
26509	MYOF
9135	RABEP1
101927359	LOC101927359
101927692	LOC101927692
5995	RGR
55696	RBM22
64764	CREB3L2
5308	PITX2
79618	HMBOX1
414245	DNAJC9-AS1
10163	WASF2
85479	DNAJC5B
113277	TMEM106A
284034	LINC00670
57534	MIB1
3745	KCNB1
4301	MLLT4
2068	ERCC2
5161	PDHA2
23406	COTL1
79959	CEP76
55904	KMT2E
4734	NEDD4
643253	CCT6P1
5214	PFKP
79714	CCDC51
100506393	LOC100506393
9718	ECE2
2562	GABRB3
24	ABCA4
4148	MATN3
55500	ETNK1
9630	GNA14
55668	GPATCH2L
222663	SCUBE3
9671	WSCD2
8361	HIST1H4F
91646	TDRD12
100847012	MIR5004
2974	GUCY1B2
2054	STX2
154007	SNRNP48
100533105	C8orf44-SGK3
100534589	HOXA10-HOXA9
7512	XPNPEP2
647174	SERPINE3
100289462	DEFB4B
285268	ZNF621
100422974	MIR3178
92235	DUSP27
29949	IL19
4439	MSH5
401992	OR2T2
84765	ZNF577
81300	OR4P4
1915	EEF1A1
56123	PCDHB13
101927854	LOC101927854
1983	EIF5
2800	GOLGA1
55146	ZDHHC4
83595	SOX7
101929023	LOC101929023
84289	ING5
55034	MOCOS
8514	KCNAB2
102465478	MIR6797
729540	RGPD6
102466268	MIR6511A1
404216	LINC01561
146481	FRG2DP
100130855	USP3-AS1
128414	NKAIN4
143689	PIWIL4
84946	LTV1
4069	LYZ
102466972	MIR6508
9683	N4BP1
101926963	LOC101926963
790952	ESRG
100616153	MIR4726
90410	IFT20
79473	OR52N1
123606	NIPA1
285943	HOXA-AS2
303	ANXA2P1
79847	MFSD13A
27290	SPINK4
6535	SLC6A8
2193	FARSA
728989	LOC728989
148645	LINC00337
92715	DPH7
84279	PRADC1
4669	NAGLU
6083	SNORD21
1267	CNP
343472	BARHL2
2646	GCKR
265	AMELX
144809	FAM216B
283726	SAXO2
51225	ABI3
11024	LILRA1
339344	MYPOP
53829	P2RY13
6133	RPL9
92129	RIPPLY1
84617	TUBB6
102723701	LOC102723701
102465247	MIR548AY
51124	IER3IP1
4826	NNAT
494324	MIR375
8933	FAM127A
102465506	MIR6841
677817	SNORA36A
57282	SLC4A10
55728	N4BP2
400541	LOC400541
340267	COL28A1
101926978	LINC01111
10056	FARSB
9948	WDR1
147660	ZNF578
101926964	LOC101926964
23143	LRCH1
63929	XPNPEP3
28232	SLCO3A1
10087	COL4A3BP
9312	KCNB2
10810	WASF3
5829	PXN
9934	P2RY14
343173	OR2T3
2936	GSR
64840	PORCN
100616416	MIR4727
54664	TMEM106B
390077	OR52N2
60592	SCOC
23461	ABCA5
101928248	LINC01229
4656	MYOG
3643	INSR
11005	SPINK5
27183	VPS4A
85456	TNKS1BP1
9139	CBFA2T2
92370	PXYLP1
285116	AHCTF1P1
2071	ERCC3
54856	GON4L
6809	STX3
574458	MIR512-1
6536	SLC6A9
25921	ZDHHC5
8369	HIST1H4G
23360	FNBP4
388387	LINC00671
56952	PRTFDC1
79874	RABEP2
26071	FAM127B
3692	EIF6
9196	KCNAB3
6700	SPRR2A
390142	OR5D13
2956	MSH6
7175	TPR
84699	CREB3L3
81614	NIPA2
10794	ZNF460
5309	PITX3
8900	CCNA1
55224	ETNK2
30812	SOX8
10236	HNRNPR
344807	CD200R1L
10641	NPRL2
102465254	MIR6509
197407	ZNF48
124626	ZPBP2
284406	ZFP82
283848	CES4A
102466812	MIR6511A2
10808	HSPH1
847	CAT
27248	ERLEC1
304	ANXA2P2
142678	MIB2
22820	COPG1
2769	GNA15
102466738	MIR6798
644172	LOC644172
401207	C5orf63
2801	GOLGA2
55147	RBM23
23659	PLA2G15
2983	GUCY1B3
51035	UBXN1
100128055	SMARCA5-AS1
1917	EEF1A2
339568	LOC339568
284739	LINC00176
127069	OR2T10
100288814	CLDN34
3119	HLA-DQB1
731157	LOC731157
91300	R3HDM4
9304	SNORD22
90441	ZNF622
220979	C10orf25
639	PRDM1
3231	HOXD1
51517	NCKIPSD
125962	OR7G1
100133311	HOXA-AS3
100507086	DLG1-AS1
8785	MATN4
677818	SNORA36B
9939	RBM8A
27297	CRCP
134701	RIPPLY2
11027	LILRA2
100130700	TP53TG3HP
100500912	MIR3674
391211	OR2G6
102465507	MIR6842
56122	PCDHB14
390054	OR52A5
285193	DUSP28
26007	TKFC
102466162	MIR548AZ
266	AMELY
283104	SBF2-AS1
66037	BOLL
100996425	PRCAT47
80343	SEL1L2
283659	PRTG
22938	SNW1
2802	GOLGA3
64429	ZDHHC6
147947	ZNF542P
2960	GTF2E1
6856	SYPL1
121457	IKBIP
8061	FOSL1
101060544	LINC01563
23460	ABCA6
338005	LINC00221
375940	DMBT1P1
11199	ANXA10
26958	COPG2
53349	ZFYVE1
140706	CCM2L
23495	TNFRSF13B
8942	KYNU
11145	PLA2G16
23471	TRAM1
283089	WDR11-AS1
101929664	HORMAD2-AS1
6875	TAF4B
863	CBFA2T3
57633	LRRN1
1780	DYNC1I1
2072	ERCC4
57631	LRCH2
9525	VPS4B
8131	NPRL3
5110	PCMT1
400746	NCMAP
643180	CCT6P3
51019	CCDC53
7799	PRDM2
574459	MIR512-2
57466	SCAF4
221662	RBM24
100500876	MIR3675
9169	SCAF11
54346	UNC93A
100505666	LOC100505666
100874079	EIF2B5-AS1
360030	NANOGNB
2937	GSS
92283	ZNF461
285668	C5orf64
114044	MCM3AP-AS1
2444	FRK
2677	GGCX
53820	RIPPLY3
101409257	EZR-AS1
80094	BIN3-IT1
100303491	ZEB2-AS1
23138	N4BP3
152006	RNF38
201799	TMEM154
27085	MTBP
51166	AADAT
84131	CEP78
29092	LINC00339
166	AES
727851	RGPD8
102465683	MIR6511A3
7980	TFPI2
101927243	LOC101927243
131149	OTOL1
10136	CELA3A
406925	MIR135A1
494326	MIR377
10842	PPP1R17
347688	TUBB8
83959	SLC4A11
664612	MIR539
213	ALB
404203	SPINK6
102465508	MIR6843
4302	MLLT6
128821	CST9L
3120	HLA-DQB2
57820	CCNB1IP1
4117	MAK
64002	PCGEM1
10922	FASTK
148327	CREB3L4
84759	PCGF1
286554	BCORP1
890	CCNA2
100287632	LOC100287632
9831	ZNF623
8365	HIST1H4H
6701	SPRR2B
163033	ZNF579
29082	CHMP4A
100505576	LINC00672
3712	IVD
100616310	MIR4650-1
4778	NFE2
6810	STX4
101927694	LOC101927694
219436	OR5D14
100302401	RASAL2-AS1
100874054	FALEC
127074	OR2T4
4159	MC3R
54704	PDP1
100129271	C1orf68
390259	BSX
6662	SOX9
221883	HOXA11-AS
85366	MYLK2
100847026	MIR5006
284116	KRT42P
692091	SNORD23
5644	PRSS1
206426	PIP5K1P1
305	ANXA2P3
79022	TMEM106C
101928134	LOC101928134
127077	OR2T11
101928909	LOC101928909
6029	RN7SL1
693122	MIR421
102465479	MIR6799
102723703	LOC102723703
64792	IFT22
441518	FAM127C
100124535	SNORA36C
103724388	LINC01068
390882	OR7G2
653483	MLLT4-AS1
100616132	MIR4728
692224	FBXO22-AS1
56121	PCDHB15
101928748	LOC101928748
390072	OR52N4
54879	ST7L
2803	GOLGA4
5130	PCYT1A
7227	TRPS1
113174	SAAL1
10446	LRRN2
101928135	LOC101928135
23436	CELA3B
466	ATF1
132332	TMEM155
92196	DAPL1
2245	FGD1
23231	SEL1L3
23503	ZFYVE26
8603	FAM193A
23547	LILRA4
124599	CD300LB
101927244	LOC101927244
116135	LRRC3B
116254	GINM1
51263	MRPL30
100129858	SCOC-AS1
2969	GTF2I
401994	OR14I1
55625	ZDHHC7
100129278	TDRD15
84859	LRCH3
440067	CASP1P2
100499467	LINC00673
9697	TRAM2
10186	LHFP
79070	KDELC1
101927406	LOC101927406
101926966	LOC101926966
115650	TNFRSF13C
170954	PPP1R18
91807	MYLK3
127700	OSCP1
100302237	MIR1281
2355	FOSL2
1500	CTNND1
58499	ZNF462
7703	PCGF2
8505	PARG
100846996	MIR5007
50855	PARD6A
10885	WDR3
10347	ABCA7
5518	PPP2R1A
10726	NUDC
112703	FAM71E1
311	ANXA11
55367	PIDD1
54962	TIPIN
219525	OR5AK4P
58517	RBM25
54900	LAX1
2961	GTF2E2
102465684	MIR6511A4
152405	C3orf30
8804	CREG1
60343	FAM3A
1965	EIF2S1
80726	KIAA1683
100526760	ABHD14A-ACY1
728448	PPIEL
340260	UNCX
335	APOA1
102723704	LOC102723704
100874096	DOCK9-AS1
23506	GLTSCR1L
504189	OR8U8
2073	ERCC5
3232	HOXD3
103312105	LOC103312105
5645	PRSS2
388550	CEACAM22P
26339	OR5K1
57547	ZNF624
284612	SYPL2
5366	PMAIP1
9383	TSIX
4118	MAL
100126316	MIR873
387111	LINC00222
406926	MIR135A2
128866	CHMP4B
387836	CLEC2A
101927171	LINC01564
390883	OR7G3
80352	RNF39
6702	SPRR2C
100616331	MIR4650-2
6811	STX5
1781	DYNC1I2
127064	OR2T12
84692	CCDC54
101927901	LOC101927901
79411	GLB1L
57717	PCDHB16
170589	GPHA2
64755	C16orf58
2332	FMR1
101927082	LOC101927082
221060	C10orf111
2532	ACKR1
84651	SPINK7
101927176	LINC01069
150538	SATB2-AS1
10634	GAS2L1
378706	RN7SL2
8294	HIST1H4I
103344718	HOTS
401993	OR2T5
57546	PDP2
100616204	MIR4729
26820	SNORD24
100499177	THAP9-AS1
102466200	MIR6844
51322	WAC
284998	LINC01114
8455	ATRN
440823	MIAT
3428	IFI16
1501	CTNND2
5646	PRSS3
102724434	LOC102724434
84612	PARD6B
145173	B3GLCT
57720	GPR107
1238	ACKR2
8861	LDB1
100996485	C5orf66
400706	LOC400706
25963	TMEM87A
10785	WDR4
135228	CD109
100847072	MIR5008
149992	ANKRD30BP2
10972	TMED10
9468	PCYT1B
1386	ATF2
64062	RBM26
57623	ZFAT
10351	ABCA8
59350	RXFP1
6640	SNTA1
9798	IST1
5519	PPP2R1B
336	APOA2
51061	TXNDC11
340156	MYLK4
10228	STX6
6192	RPS4Y1
64771	C6orf106
100506603	LOC100506603
11108	PRDM4
132320	SCLT1
92421	CHMP4C
254879	OR2T6
9942	XYLB
6450	SH3BGR
54097	FAM3B
83930	STARD3NL
221472	FGD2
5476	CTSA
11244	ZHX1
441024	MTHFD2L
11063	SOX30
8909	ENDOU
246176	GAS2L2
5738	PTGFRN
90589	ZNF625
55929	DMAP1
23070	CMTR1
55195	C14orf105
2074	ERCC6
100129066	UNQ6494
9625	AATK
100302254	MIR1282
390075	OR52N5
6793	STK10
23434	LINC01565
494335	MIR423
286189	C8orf34-AS1
3192	HNRNPU
143888	KDELC2
80008	TMEM156
4034	LRCH4
8363	HIST1H4J
3233	HOXD4
29801	ZDHHC8
100499466	LINC00674
157927	C9orf62
58160	NFE4
100616387	MIR3064
54540	FAM193B
152559	PAQR3
101929052	LINC00836
162	AP1B1
101927740	LOC101927740
6623	SNCG
402135	OR5K2
23190	UBXN4
10336	PCGF3
9950	GOLGA5
353514	LILRA5
200407	CREG2
114790	STK11IP
54674	LRRN3
7302	TYRO3P
100616299	MIR4450
93273	LEMD1
105371564	SMCR2
55228	PNMAL1
100505591	LRRC3C
118813	ZFYVE27
4738	NEDD8
100874282	MLIP-IT1
11117	EMILIN1
9303	SNORD25
390144	OR5D16
284418	FAM71E2
8894	EIF2S2
6703	SPRR2D
102466748	MIR6845
80178	C16orf59
407031	MIR30C1
100126343	MIR874
407000	MIR218-1
8587	OR7E2P
4992	OR1F1
646424	SPINK8
260341	TFAMP1
145241	ADAM21P1
100861541	DOCK9-AS2
9976	CLEC2B
102464825	MIR6070
57152	SLURP1
100500812	MIR3677
494328	MIR379
2186	BPTF
8417	STX7
1305	COL13A1
11107	PRDM5
56927	GPR108
221496	LEMD2
9079	LDB2
89846	FGD3
57732	ZFYVE28
10890	RAB10
312	ANXA13
137902	PXDNL
22882	ZHX2
7168	TPM1
83608	C18orf21
642006	GUSBP10
79954	NOL10
10964	IFI44L
6950	TCP1
84910	TMEM87B
387638	C10orf113
114801	TMEM200A
101928448	C5orf67
100129216	LOC100129216
4739	NEDD9
10777	ARPP21
83990	BRIP1
10725	NFAT5
23446	SLC44A1
467	ATF3
375567	VWC2
122042	RXFP2
8291	DYSF
55704	CCDC88A
57007	ACKR3
100130274	CCDC166
79168	LILRA6
51060	TXNDC12
100846993	MIR5009
84034	EMILIN2
254251	LCORL
80127	BBOF1
197187	SNAI3-AS1
3642	INSM1
283431	GAS2L3
6794	STK11
6651	SON
101927697	LOC101927697
1508	CTSB
27113	BBC3
128434	VSTM2L
10350	ABCA9
6494	SIPA1
100507605	LINC00837
54439	RBM27
406884	MIRLET7B
199777	ZNF626
285540	SEPSECS-AS1
57597	BAHCC1
140767	NRSN1
403277	OR5K3
338579	ANKRD30BP3
391518	VENTXP7
199953	TMEM201
101928137	LOC101928137
340277	FAM221A
100874078	EIF1AX-AS1
100507261	MIR670HG
101926996	RUNDC3A-AS1
51114	ZDHHC9
10447	FAM3C
56886	UGGT1
102723544	LOC102723544
285598	ARL10
11091	WDR5
100616349	MIR4451
100874092	UBE2E1-AS1
8362	HIST1H4K
643803	KRTAP24-1
102466516	MIR6071
100507003	GFY
8174	MADCAM1
284131	ENDOV
643394	SPINK9
100131439	CD300LD
317716	BPIFA4P
339822	LINC01115
283914	LINC01566
7201	TRHR
164312	LRRN4
54734	RAB39A
219285	SAMD9L
84935	MEDAG
27294	DHDH
83695	RHNO1
1968	EIF2S3
66004	LYNX1
100422915	MIR3065
100505812	CARD8-AS1
246126	TXLNGY
285126	DNAJC5G
100289341	MAN1B1-AS1
124222	PAQR4
407001	MIR218-2
259286	TAS2R40
9302	SNORD26
57469	PNMAL2
3792	KEL
51146	A4GNT
6704	SPRR2E
64983	MRPL32
102465509	MIR6846
55783	CMTR2
100289255	LINC00675
407032	MIR30C2
53940	FTHL17
494336	MIR424
100500841	MIR3678
79012	CAMKV
140032	RPS4Y2
100126309	MIR875
729830	FAM160A1
51741	WWOX
101927580	LOC101927580
23051	ZHX3
100616463	MIR4452
55435	AP1AR
22828	SCAF8
55757	UGGT2
1352	COX10
54852	PAQR5
84896	ATAD1
284001	CCDC57
51097	SCCPDH
2241	FER
199692	ZNF627
79042	TSEN34
9482	STX8
55532	SLC30A10
92106	OXNAD1
3705	ITPK1
106614088	MIR34AHG
100130017	FTLP10
100874530	APOBEC3B-AS1
6165	RPL35A
400224	PLEKHD1
154467	CCDC167
100129055	LOC100129055
84333	PCGF5
285315	C3orf33
63930	LOC63930
105377880	LINC01611
283298	OLFML1
100507334	LOC100507334
57153	SLC44A2
80023	NRSN2
91316	GUSBP11
93166	PRDM6
10367	MICU1
219438	OR5D18
221442	ADCY10P1
1258	CNGB1
25926	NOL11
80700	UBXN6
91156	IGFN1
51575	ESF1
84650	EBPL
100126320	MIR920
121512	FGD4
730130	TMEM229A
100128164	LOC100128164
79048	SECISBP2
494337	MIR425
11180	WDR6
131177	FAM3D
1075	CTSC
101928020	LOC101928020
11155	LDB3
337	APOA4
56475	RPRM
23592	LEMD3
51599	LSR
651302	ZNF192P1
102465510	MIR6847
90187	EMILIN3
80135	RPF1
100129550	LOC100129550
283234	CCDC88B
29121	CLEC2D
79923	NANOG
100506281	LOC100506281
1161	ERCC8
63947	DMRTC1
100188954	DNMBP-AS1
494327	MIR378A
84267	C9orf64
100532736	MINOS1-NBL1
6783	SULT1E1
26002	MOXD1
727915	AGBL1-AS1
400823	FAM177B
79627	OGFRL1
51125	GOLGA7
101928471	LOC101928471
100302112	MIR1284
100996251	LOC100996251
3383	ICAM1
101409253	LINC00676
54553	DKFZP434I0714
80772	CPTP
51289	RXFP3
399474	TMEM200B
100132781	LOC100132781
101929524	LOC101929524
400997	LOC400997
392307	FAM221B
100126310	MIR876
55131	RBM28
375295	LINC01116
3939	LDHA
403278	OR5K4
101978785	PCAT14
9301	SNORD27
100505583	LINC00838
7169	TPM2
6705	SPRR2F
468	ATF4
406885	MIRLET7C
158257	MIRLET7DHG
259287	TAS2R41
102465944	MIR6072
7023	TFAP4
115761	ARL11
10237	SLC35B1
5859	QARS
100422963	MIR4290
51015	ISOC1
53346	TM6SF1
400511	LINC01567
201163	FLCN
84684	INSM2
116442	RAB39B
343172	OR2T8
51554	ACKR4
338949	TMEM202
494334	MIR422A
9553	MRPL33
25907	TMEM158
100500878	MIR3679
388581	FAM132A
5557	PRIM1
8368	HIST1H4L
1630	DCC
10036	CHAF1A
440193	CCDC88C
344875	COL6A4P1
57578	UNC79
151176	FAM132B
285762	LOC285762
5558	PRIM2
8508	NIPSNAP1
64981	MRPL34
2475	MTOR
84856	LINC00839
23335	WDR7
2300	FOXL1
9677	PPIP5K1
60681	FKBP10
161145	TMEM229B
100506444	LOC100506444
101928223	LINC01612
51251	NT5C3A
5174	PDZK1
643677	CCDC168
347734	SLC35B2
3631	INPP4A
4868	NPHS1
11020	IFT27
6667	SP1
649946	RPL23AP64
3945	LDHB
79763	ISOC2
4047	LSS
341208	HEPHL1
126969	SLC44A3
101927905	LOC101927905
57146	TMEM159
152273	FGD5
26043	UBXN7
131076	CCDC58
221154	MICU2
55	ACPP
1353	COX11
63946	DMRTC2
6477	SIAH1
101927248	LOC101927248
1902	LPAR1
100505715	LOC100505715
100506606	LOC100506606
6376	CX3CL1
442028	LOC442028
197335	WDR90
285848	PNPLA1
84108	PCGF6
389073	C2orf80
84154	RPF2
64773	PCED1A
11079	RER1
6706	SPRR2G
2	A2M
100506895	LOC100506895
4291	MLF1
29028	ATAD2
6237	RRAS
11105	PRDM7
201475	RAB12
11178	LZTS1
2242	FES
259308	FAM205A
7135	TNNI1
100500870	MIR3926-1
100506172	LINC01568
100616193	MIR4453
728343	NXF2B
94009	SERHL
100131801	PET100
105500239	XLOC_007697
5680	PSG11
6204	RPS10
102724224	LINC01117
7170	TPM3
100126314	MIR877
102465461	MIR6770-1
401320	LOC401320
644246	KANSL1-AS1
102466722	MIR6730
219960	OR10Q1
338004	LINC00226
3384	ICAM2
100131107	LOC100131107
134466	ZNF300P1
116519	APOA5
53345	TM6SF2
89887	ZNF628
28972	SPCS1
9300	SNORD28
140771	SMCR5
102465511	MIR6848
643719	SCGB1B2P
84067	FAM160A2
28989	NTMT1
6462	SHBG
406886	MIRLET7D
390197	OR4D10
146722	CD300LF
283902	HCCAT5
22869	ZNF510
101928744	LINC01450
84680	ACCS
10669	CGREF1
79957	PAQR6
1509	CTSD
7012	TERC
54863	TOR4A
102465854	MIR548BA
79159	NOL12
100422927	MIR4291
84922	FIZ1
606551	UBE2MP1
219959	OR1S1
100506134	TTC21B-AS1
339403	RXFP4
353164	TAS2R42
8106	PABPN1
22809	ATF5
94107	TMEM203
100422933	MIR378B
645369	TMEM200C
100126349	MIR921
10978	CLP1
102464826	MIR6073
100132287	LOC100132287
100289097	FRG1CP
25927	CNRIP1
100303453	TSNAX-DISC1
5554	PRH1
8821	INPP4B
402483	LINC01000
8079	MLF2
51000	SLC35B3
51318	MRPL35
254028	LOC254028
91523	PCED1B
79671	NLRX1
54845	ESRP1
27316	RBMX
389792	IER5L
100616234	MIR4454
23213	SULF1
8476	CDC42BPA
4331	MNAT1
7993	UBXN8
79652	TMEM204
100422860	MIR4292
54714	CNGB3
136895	C7orf31
219986	OR4D11
729171	ANKRD20A8P
341359	SYT10
102724933	LOC102724933
79770	TXNDC15
25831	HECTD1
10657	KHDRBS1
8436	SDPR
646300	COL6A4P2
2683	B4GALT1
100126321	MIR922
3385	ICAM3
102466749	MIR6849
7879	RAB7A
118472	ZNF511
25849	PARM1
101929655	TMC3-AS1
100505716	LOC100505716
157983	C9orf66
100507501	LINC01569
55486	PARL
100034743	PDZK1P1
140885	SIRPA
23363	OBSL1
7171	TPM4
117159	DCD
56944	OLFML3
7095	SEC62
8904	CPNE1
3948	LDHC
4953	ODC1
55024	BANK1
286097	MICU3
23262	PPIP5K2
1510	CTSE
101927087	LOC101927087
26135	SERBP1
219958	OR1S2
84418	CYSTM1
22926	ATF6
2064	ERBB2
100507533	SOX21-AS1
728591	CCDC169
390059	OR51M1
101927131	LOC101927131
6478	SIAH2
103504735	MIR548BB
123811	FOPNL
55785	FGD6
339883	C3orf35
85025	TMEM60
56978	PRDM8
55957	LIN37
29062	WDR91
100507218	RNF157-AS1
22918	CD93
101928290	PLBD1-AS1
10252	SPRY1
100126348	MIR760
168544	ZNF467
9789	SPCS2
440574	MINOS1
3234	HOXD8
449492	DEFA9P
400548	LOC400548
25934	NIPSNAP3A
9751	SNPH
84366	PRAC1
100500838	MIR3926-2
101410541	LINC00678
406887	MIRLET7E
6668	SP2
84445	LZTS2
7827	NPHS2
101929526	LOC101929526
5872	RAB13
100128511	NEBL-AS1
4856	NOV
23361	ZNF629
102465908	MIR6770-2
7494	XBP1
100422867	MIR378C
6205	RPS11
7136	TNNI2
58496	LY6G5B
164091	PAQR7
405754	ERVFRD-1
102723709	LOC102723709
8208	CHAF1B
102723385	LOC102723385
102465437	MIR6731
26595	OR8B2
100302118	MIR1286
100302204	MIR548I1
102464827	MIR6074
29080	CCDC59
9297	SNORD29
122525	C14orf28
3552	IL1A
392232	LOC392232
80736	SLC44A4
100008589	RNA28S5
259289	TAS2R43
474149	TTTY4B
388948	LINC01118
102724341	NEURL1-AS1
124583	CANT1
100289373	UBAC2-AS1
221443	OARD1
388963	C2orf81
51303	FKBP11
106146149	LINC01613
668	FOXL2
115024	NT5C3B
645958	RPS18P9
100874114	CCDC13-AS1
3301	DNAJA1
57104	PNPLA2
146894	CD300LG
9170	LPAR2
4074	M6PR
11013	TMSB15A
5940	RBMY1A1
143279	HECTD2
100134259	LINC01119
55959	SULF2
57544	TXNDC16
1659	DHX8
147339	C18orf25
273	AMPH
6670	SP3
6917	TCEA1
84552	PARD6G
55293	UEVLD
3915	LAMC1
9762	LZTS3
100302277	MIR548I2
2636	GBX1
204962	SLC44A5
80004	ESRP2
23566	LPAR3
80111	C3orf36
284593	FAM41C
85315	PAQR8
9578	CDC42BPB
101927132	LOC101927132
137492	VPS37A
11016	ATF7
100133161	LINC01001
80117	ARL14
27136	MORC1
100379345	MIR181A2HG
157285	SGK223
100507175	LOC100507175
197257	LDHD
202559	KHDRBS2
102723508	KANTR
80339	PNPLA3
255512	TOLLIP-AS1
90011	KIR3DX1
10371	SEMA3A
84457	PHYHIPL
7326	UBE2G1
9255	AIMP1
64979	MRPL36
131405	TRIM71
669	BPGM
285878	VSTM2A-OT1
101927075	FGF10-AS1
10294	DNAJA2
81892	SLIRP
100302133	MIR1287
643161	FAM25A
11231	SEC63
3235	HOXD9
84891	ZSCAN10
5154	PDGFA
10109	ARPC2
54952	TRNAU1AP
256302	NATD1
90333	ZNF468
4528	MTIF2
7137	TNNI3
84450	ZNF512
339487	ZBTB8OS
113612	CYP2U1
10578	GNLY
146177	VWA3A
221184	CPNE2
100507401	LRP4-AS1
51195	RAPGEFL1
101927583	LOC101927583
283514	SIAH3
5555	PRH2
9183	ZW10
116143	WDR92
5047	PAEP
55335	NIPSNAP3B
4926	NUMA1
51552	RAB14
23208	SYT11
8704	B4GALT2
3553	IL1B
100129969	FAM205C
11127	KIF3A
199964	TMEM61
338382	RAB7B
84912	SLC35B4
59348	ZNF350
8722	CTSF
5652	PRSS8
102466103	MIR6075
10253	SPRY2
343169	OR6F1
9794	MAML1
220729	LOC220729
102466259	MIR6770-3
102465438	MIR6732
389084	C2orf82
101927907	LOC101927907
56979	PRDM9
80741	LY6G5C
3659	IRF1
2765	GML
220064	ORAOV1
100313892	MIR761
5902	RANBP1
146956	EME1
143501	C11orf40
3113	HLA-DPA1
474150	TTTY4C
60559	SPCS3
390271	OR8B3
728640	FAM133CP
125144	LRRC75A-AS1
6206	RPS12
54623	PAF1
347694	ECEL1P2
105373869	LINC01614
2065	ERBB3
993	CDC25A
406897	MIR105-1
360205	PRAC2
374882	TMEM205
3654	IRAK1
3386	ICAM4
100422843	MIR4293
100616111	MIR4455
1517	CTSLP2
286527	TMSB15B
575	ADGRB1
2066	ERBB4
23426	GRIP1
9378	NRXN1
56955	MEPE
152992	TRMT44
22880	MORC2
644838	LOC644838
100302186	MIR548I3
104909134	MGC57346-CRHR1
57194	ATP10A
6091	ROBO1
9371	KIF3B
80781	COL18A1
150709	ANKAR
3660	IRF2
54622	ARL15
3656	IRAK2
9372	ZFYVE9
8802	SUCLG1
55665	URGCP
10251	SPRY3
23774	BRD1
8895	CPNE3
54090	LINC00111
22894	DIS3
5073	PARN
84441	MAML2
10656	KHDRBS3
8703	B4GALT3
5155	PDGFB
1349	COX7B
201283	AMZ2P1
79654	HECTD3
348254	CCDC144CP
91683	SYT12
283131	NEAT1
3954	LETM1
104326057	GACAT1
6671	SP4
728606	PCAT18
2533	FYB
1587	ADAM3A
56005	MYDGF
554226	ANKRD30BL
130557	ZNF513
56918	C2orf83
56964	WDR93
5903	RANBP2
202865	C7orf33
200373	CFAP221
55248	TMEM206
101410544	RMDN2-AS1
51253	MRPL37
65094	JMJD4
100847001	MIR5680
284379	LOC284379
1660	DHX9
102724515	LINC01291
200403	VWA3B
100652824	KIAA2012
6187	RPS2
729159	LOC729159
493829	TRIM72
170302	ARX
101927828	OVOL1-AS1
100616381	MIR4456
9093	DNAJA3
140775	SMCR8
